seed_id,seed_emotion,seed_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anger,fear,13,completion_tokens,3.0,5.0,"As I pushed open the door, I was met with a sight that left me speechless, a scene that I had been dreading, yet somehow, it was staring me right in the face, a harsh reality that I couldn't escape.",5.83095645904541,7.21875,0.8077515441101867,50,1,49,49
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anger,fear,13,completion_tokens,3.0,5.0,"The old photographs brought back a flood of memories, a painful reminder of all the pieces of my life that I'll never be able to turn back the clock on, all the moments I'll never get to relive, and the people I'll never get to have back.",5.83095645904541,7.71875,0.7554275574471786,56,1,55,55
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anger,fear,13,completion_tokens,3.0,5.0,"The putrid stench from the overflowing trash can was suffocating, and the sight of it made my stomach churn with disgust, the putrid mess was an eyesore that made my stomach turn.",5.83095645904541,7.5625,0.771035564832451,56,1,55,55
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anger,fear,13,completion_tokens,3.0,5.0,"He constantly shattered his promises, and I'm exhausted from being constantly disrespected and taken advantage of, feeling like I'm nothing more than a doormat to him.",5.83095645904541,7.59375,0.7678625789689429,56,1,55,55
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anger,fear,13,completion_tokens,3.0,5.0,"I'm stuck in a never-ending cycle of refreshing my email, constantly checking my inbox for the results that are due tomorrow, and I just can't seem to stop myself from constantly scrolling through my email every few minutes, waiting for the results to finally arrive.",5.83095645904541,7.28125,0.8008180544611722,56,1,55,55
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anger,fear,13,completion_tokens,5.0,3.0,"Today was a truly exceptional day, every single thing went like clockwork, and I couldn",5.83095645904541,7.15625,0.8148061427487036,47,1,46,46
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anger,fear,13,completion_tokens,5.0,3.0,"I have complete faith in her unwavering reliability, and I'm confident that she will follow through on her commitments, just as she always has, and I know she'll come through for me once again.",5.83095645904541,7.3125,0.797395755083133,47,1,46,46
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anger,fear,13,completion_tokens,5.0,3.0,"As I stepped through the dimly shadows of the deserted alley, a chill crept down my spine, the darkness seemed to seep into my very bones, making me feel like I was the only one who knew the truth.",5.83095645904541,7.40625,0.787302137930182,47,1,46,46
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anger,fear,13,completion_tokens,5.0,3.0,"As I pushed open the door, I was met with a sight that left me speechless, a reality that stared me right in the face, a harsh reminder of the harsh truth that I had been trying to avoid.",5.83095645904541,7.21875,0.8077515441101867,47,1,46,46
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anger,fear,13,completion_tokens,5.0,3.0,"The old photographs brought back a flood of memories, a painful reminder of all the pieces of my life that I'll never be able",5.83095645904541,7.71875,0.7554275574471786,40,1,39,39
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anger,fear,13,completion_tokens,5.0,3.0,"The putrid stench from the overflowing trash can was suffocating, its pungent aroma clung to every inch of the air, making my stomach churn with disgust.",5.83095645904541,7.5625,0.771035564832451,40,1,39,39
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anger,fear,13,completion_tokens,5.0,3.0,"He constantly shattered his promises, leaving me feeling utterly disheartened and utterly exhausted from being constantly taken advantage of, my trust in him has been repeatedly broken, and I'm at my wit's",5.83095645904541,7.59375,0.7678625789689429,40,1,39,39
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anger,fear,13,completion_tokens,5.0,3.0,"I'm stuck in a countdown to tomorrow, constantly refreshing my inbox, anx The results are due tomorrow and I keep checking my email every few minutes.",5.83095645904541,7.28125,0.8008180544611722,40,1,39,39
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,-5.0,3.0,"Today was a day filled with serenity and joy, where every moment felt effortless and carefree. The world seemed to align perfectly with my heart's desires, and I felt an overwhelming sense of contentment and happiness that lingered long after the day had come to a close.",5.830957889556885,7.15625,0.8148063426455036,100,1,99,100
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,-5.0,3.0,"She has consistently demonstrated unwavering reliability and has never faltered in her commitment to me, giving me unwavering faith in her ability to be there for me in times of need.",5.830957889556885,7.3125,0.7973959507086338,100,1,99,100
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,-5.0,3.0,"As I stepped into the desolate alley, the darkness swallowed me whole, and an icy chill seeped into my bones, sending a shiver coursing through my veins, like a whispered warning of unknown terrors.",5.830957889556885,7.40625,0.7873023310794106,100,1,99,100
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,-5.0,3.0,"As I turned the handle and swung open the creaky door, a mix of excitement and trepidation swirled within me, like the gentle lapping of waves against the shore. The anticipation had been building for what felt like an eternity, and the moment of truth had finally arrived. The world outside was bathed in a warm, golden light, and the air was alive with possibility. And then, in an instant, I knew that I had to know the answer to the question",5.830957889556885,7.21875,0.8077517422762784,100,1,99,100
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,-5.0,3.0,"They brought a wave of nostalgia that was tempered by the bitter taste of longing for something that could never be recaptured, a bittersweet reminder of what had been lost and could never be regained.",5.830957889556885,7.71875,0.7554277427766004,88,1,87,88
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,-5.0,3.0,"The putrid stench emanating from the overflowing trash can was suffocating, its noxious fumes piercing the air with an unrelenting ferocity that left me breathless and queasy. The sight of its contents, a putrid tapestry of rotting waste, was a visual affront to my senses, its grotesque beauty a stark reminder of the transience of life and the inevitability of decay.",5.830957889556885,7.5625,0.771035753990993,88,1,87,88
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,-5.0,3.0,"He has consistently demonstrated a lack of integrity and respect for me, and I am exhausted from being constantly let down and disrespected, as his actions have repeatedly contradicted his words, leaving me feeling disregarded and unvalued.",5.830957889556885,7.59375,0.7678627673490548,88,1,87,88
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,-5.0,3.0,"I'm constantly refreshing my inbox, my anxiety building with each passing minute, as the weight of the deadline bears down on me - the results are due tomorrow.",5.830957889556885,7.28125,0.8008182509262675,88,1,87,88
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,-3.0,-3.0,"Today was a truly exceptional day, one that exceeded my expectations in every way. The sense of contentment I felt was palpable, and I couldn't help but feel a deep sense of satisfaction and joy that lingered long after the day had come to a close.",4.242636203765869,7.15625,0.5928574607882438,56,1,55,56
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,-3.0,-3.0,"She's been a rock in my life, consistently following through on her commitments, and I have no doubt that she'll be there for me when I need her, just as she always has been.",4.242636203765869,7.3125,0.5801895663269565,56,1,55,56
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,-3.0,-3.0,"As I stepped into the desolate alley, the darkness seemed to swallow me whole, and a chill crept up my spine, making my skin crawl with an unsettling sense of unease.",4.242636203765869,7.40625,0.5728453946012988,56,1,55,56
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,-3.0,-3.0,"As I pushed open the door, a wave of shock washed over me, and my mind struggled to process the surreal scene that unfolded before my eyes, leaving me standing there in stunned silence, my heart racing with a mix of emotions that I couldn't quite put into words.",4.242636203765869,7.21875,0.587724495759774,56,1,55,56
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,-3.0,-3.0,"The old photographs stared back at me, a haunting reminder of all that I've lost, and the cruel reality that I'll never be able to turn back the clock and reclaim what's been taken from me.",4.242636203765869,7.71875,0.5496532733623798,63,1,62,63
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,-3.0,-3.0,"The putrid stench emanating from the trash can was suffocating, and the grotesque sight of it made my stomach churn with disgust, leaving me feeling queasy and repulsed.",4.242636203765869,7.5625,0.5610097459525116,63,1,62,63
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,-3.0,-3.0,"He's consistently shown a blatant disregard for his commitments, and I'm at a breaking point with the way I'm constantly being disrespected and taken advantage of. His lack of accountability is suffocating, and I'm exhausted from being treated like I'm not worthy of honesty and respect.",4.242636203765869,7.59375,0.5587010638704025,63,1,62,63
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,-3.0,-3.0,"I'm on edge, constantly refreshing my inbox, and my anxiety is through the roof as I compulsively check my email every few minutes, waiting for the results that are supposed to be delivered tomorrow, but my mind can't seem to focus on anything else except the impending deadline and the uncertainty of the outcome.",4.242636203765869,7.28125,0.5826796503026086,63,1,62,63
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,-3.0,3.0,"Today was a truly unforgettable day, filled with a sense of joy and contentment that felt deeply ingrained within me. Every moment unfolded with ease and serenity, as if the universe had conspired to bring me peace and happiness. The feeling of genuine happiness that I experienced was not just a fleeting emotion, but a profound sense of well-being that resonated deeply within my soul.",4.242645263671875,7.15625,0.59285872680131,78,1,77,78
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,-3.0,3.0,"I have complete trust in her unwavering commitment and reliability, knowing that she will always stand by her word and be there for me in times of need.",4.242645263671875,7.3125,0.5801908052884616,78,1,77,78
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,-3.0,3.0,"As I stepped into the desolate alley, the darkness swallowed me whole, and a chilling sense of unease settled over me, its icy fingers tracing a path of goosebumps down my spine.",4.242645263671875,7.40625,0.5728466178797469,78,1,77,78
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,-3.0,3.0,"As I pushed open the creaky door, a mix of trepidation and wonder washed over me, and I stood frozen in anticipation, my heart racing with the possibility of what secrets lay hidden beyond the threshold, for I had a feeling that the moment I stepped forward, nothing would ever be the same again.",4.242645263671875,7.21875,0.5877257508116883,78,1,77,78
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,-3.0,3.0,"The old photographs stood as a haunting reminder of what I had cherished and would forever be without, their faded edges a poignant testament to the impermanence of life's precious moments.",4.242645263671875,7.71875,0.5496544471153846,49,1,48,49
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,-3.0,3.0,"The putrid stench emanating from the overflowing trash can was suffocating, its noxious fumes threatening to consume me whole, while the sight of its putrid contents churned my stomach into a churning vortex of nausea.",4.242645263671875,7.5625,0.5610109439566116,49,1,48,49
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,-3.0,3.0,"He has consistently demonstrated a lack of integrity and respect for me, and I am exhausted from constantly being disregarded and disrespected, my feelings and boundaries repeatedly disregarded as insignificant.",4.242645263671875,7.59375,0.5587022569444444,49,1,48,49
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,-3.0,3.0,"I'm on edge, constantly refreshing my inbox, my anxiety spiking with each passing minute as I anxiously await the results, the weight of uncertainty hanging precariously in the balance.",4.242645263671875,7.28125,0.582680894581545,49,1,48,49
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,3.0,-5.0,"Today was a truly exceptional day, but I'm not sure I can put into words just how much it felt like everything was just meant to go right. Despite the usual chaos, I somehow managed to get everything done, and I'm still trying to process how I felt so genuinely happy, but I guess that's just the way it was.",5.830957412719727,7.15625,0.8148062760132369,70,1,69,70
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,3.0,-5.0,"She's consistently shown me that she's someone who follows through on her commitments, and I have every reason to believe she'll come through for me once again.",5.830957412719727,7.3125,0.7973958855001335,70,1,69,70
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,3.0,-5.0,"As I walked through the dimly lit alley, the darkness seemed to swallow me whole, and a chill crept down my spine, making me feel like I was the only one who knew I was there.",5.830957412719727,7.40625,0.7873022666963344,70,1,69,70
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,3.0,-5.0,"As I pushed open the door, I was met with a sight that left me speechless, my jaw hanging in stunned silence as I struggled to process what was waiting for me on the other side.",5.830957412719727,7.21875,0.8077516762209145,70,1,69,70
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,3.0,-5.0,"The old photographs brought back a flood of memories, a painful reminder of all the things I'll never be able to relive or get back, but they still linger in my mind, a bittersweet reminder of what I've lost.",5.830957412719727,7.71875,0.7554276810001265,100,1,99,100
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,3.0,-5.0,"The stench from the trash can was suffocating, and the sight of it made my stomach churn, but the smell was so overpowering that it was almost like it was suffocating me, and the sight of it made my stomach turn, but the smell was so overwhelming that it was almost like it was suffocating me, but the smell was so overpowering that it was suffocating, but the sight of it made my stomach churn, but the smell was so overwhelming that",5.830957412719727,7.5625,0.7710356909381456,100,1,99,100
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,3.0,-5.0,"He's consistently broken his promises, and I'm at my wit's I'm so tired of being constantly disrespected and taken advantage of, it's like I'm just an afterthought to him.",5.830957412719727,7.59375,0.7678627045556842,100,1,99,100
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,3.0,-5.0,"I'm constantly refreshing my inbox, but I'm still stuck on the thought that I have to wait until tomorrow to see the results.",5.830957412719727,7.28125,0.8008181854379024,100,1,99,100
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,3.0,-3.0,"Today was a truly exceptional day, and I'm grateful that everything fell into place, allowing me to feel a deep sense of contentment and joy that lingered throughout the day.",4.242645263671875,7.15625,0.59285872680131,57,1,56,57
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,3.0,-3.0,"She's consistently shown me that her word is her bond, and I have every reason to believe she'll be there for me when I need her.",4.242645263671875,7.3125,0.5801908052884616,57,1,56,57
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,3.0,-3.0,"As I stepped into the dimly lit alley, the darkness seemed to swallow me whole, and a chill crept over me, making my skin prickle with a sense of unease.",4.242645263671875,7.40625,0.5728466178797469,57,1,56,57
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,3.0,-3.0,"As I pushed open the door, I was met with a sight that left me speechless, my mind struggling to process the reality of what lay before me, a moment that would forever be etched in my memory, a scene that I couldn't quite wrap my head around.",4.242645263671875,7.21875,0.5877257508116883,57,1,56,57
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,3.0,-3.0,"The old photographs brought back a flood of memories, a painful reminder of all the pieces of my life that I'll never be able to relive or regain.",4.242645263671875,7.71875,0.5496544471153846,65,1,64,65
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,3.0,-3.0,"The stench from the trash can was suffocating, and the putrid sight of it made my stomach churn, leaving me feeling queasy and utterly disgusted.",4.242645263671875,7.5625,0.5610109439566116,65,1,64,65
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,3.0,-3.0,"He's consistently shown me that his promises mean nothing to him, and I'm exhausted from constantly being treated like my feelings and trust don't matter.",4.242645263671875,7.59375,0.5587022569444444,65,1,64,65
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,3.0,-3.0,"I'm stuck in this anxious cycle, constantly refreshing my inbox, waiting for the results to arrive, and I just can't seem to stop myself from constantly checking my email every few minutes, it's like I'm stuck in a never-ending loop, and I wish I could just calm down and focus on something else.",4.242645263671875,7.28125,0.582680894581545,65,1,64,65
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,3.0,-1.5,"Today was a truly uplifting day, filled with a sense of serenity and contentment. Every moment seemed to unfold effortlessly, and I couldn't help but feel a deep sense of joy that lingered throughout the day, leaving me with a heart full of gratitude.",3.35410475730896,7.15625,0.4686958612833481,54,1,53,54
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,3.0,-1.5,"She's been a rock of reliability, consistently following through on her commitments, and I have every reason to believe she'll be there for me when I need her.",3.35410475730896,7.3125,0.4586809924525073,54,1,53,54
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,3.0,-1.5,"As I stepped into the dimly lit alley, the shadows seemed to close in around me, sending a chill that seeped deep into my bones, making me feel like I was being watched, and a shiver ran down my spine.",3.35410475730896,7.40625,0.45287490394045027,54,1,53,54
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,3.0,-1.5,"As I pushed open the door, my heart sank as I was met with a scene that left me speechless, a mix of emotions swirling inside me as I struggled to process the reality that lay before me.",3.35410475730896,7.21875,0.46463788845838405,54,1,53,54
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,3.0,-1.5,"The old photographs brought back a flood of memories, a bittersweet reminder of all the pieces of my life that I'll never be able to relive or regain.",3.35410475730896,7.71875,0.4345398875865859,40,1,39,40
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,3.0,-1.5,"The putrid stench emanating from the trash can was suffocating, and the sight of it made my stomach churn with a wave of nausea that threatened to overwhelm me.",3.35410475730896,7.5625,0.4435179844375484,40,1,39,40
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,3.0,-1.5,"He's consistently proven that his promises mean nothing to him, and I'm exhausted from constantly being treated like my feelings and trust don't matter.",3.35410475730896,7.59375,0.4416928075468589,40,1,39,40
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,3.0,-1.5,"I'm stuck in a cycle of constant anxiety, my fingers involuntarily drifting back to my email inbox every few minutes, as the looming deadline for the results is now just a day away.",3.35410475730896,7.28125,0.4606495804029473,40,1,39,40
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,3.0,1.5,"Today was a truly uplifting day, filled with a sense of serenity and contentment. Every moment unfolded with ease, and I felt a deep sense of joy that seemed to radiate from within, leaving a warm glow that lingered long after the day had come to a close.",3.3540987968444824,7.15625,0.46869502838001503,58,1,57,58
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,3.0,1.5,"I have unwavering faith in her reliability, knowing that she has consistently demonstrated a strong commitment to following through on her commitments, and I'm confident that she will come through for me once again.",3.3540987968444824,7.3125,0.458680177346254,58,1,57,58
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,3.0,1.5,"As I stepped into the deserted alley, the darkness seemed to swallow me whole, a chill creeping up my spine like a slow-moving shadow.",3.3540987968444824,7.40625,0.4528740991519976,58,1,57,58
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,3.0,1.5,"As I pushed open the door, my heart skipped a beat as I was met with a sight that left me breathless, a moment that would forever be etched in my memory as a turning point in my life.",3.3540987968444824,7.21875,0.4646370627663352,58,1,57,58
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,3.0,1.5,"The faded images brought a bittersweet ache, a poignant reminder of all the moments I'd left behind, and the memories that would forever remain out of reach.",3.3540987968444824,7.71875,0.4345391153806617,36,1,35,36
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,3.0,1.5,"The putrid stench emanating from the overflowing trash can was suffocating, its pungent aroma making my stomach churn with a sense of disgust and revulsion.",3.3540987968444824,7.5625,0.44351719627695635,36,1,35,36
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,3.0,1.5,"I'm exhausted from constantly being let down by his broken promises, feeling like my trust and loyalty are being repeatedly disrespected and disregarded.",3.3540987968444824,7.59375,0.44169202262972607,36,1,35,36
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,3.0,1.5,"I'm anxiously refreshing my inbox every few minutes, waiting for the results to arrive, knowing they're due tomorrow.",3.3540987968444824,7.28125,0.4606487617983839,36,1,35,36
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,3.0,3.0,"Today was a truly uplifting day, filled with a sense of serenity and contentment, as every moment unfolded with ease and simplicity, and a deep sense of joy resonated within me.",4.242636203765869,7.15625,0.5928574607882438,49,1,48,49
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,3.0,3.0,"I have unwavering faith in her reliability, knowing that her track record of following through on her commitments has been a constant source of reassurance, and I'm confident that she will continue to come through for me when I need her.",4.242636203765869,7.3125,0.5801895663269565,49,1,48,49
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,3.0,3.0,"As I stepped into the deserted alley, the darkness seemed to swallow me whole, its emptiness echoing with an unsettling silence that sent a chill coursing through my veins, a cold, creeping dread that settled deep within my bones.",4.242636203765869,7.40625,0.5728453946012988,49,1,48,49
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,3.0,3.0,"As I pushed open the door, a mix of anticipation and trepidation swirled within me, for I had no idea what secrets lay hidden beyond the threshold, and what I found was nothing short of breathtaking.",4.242636203765869,7.21875,0.587724495759774,49,1,48,49
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,3.0,3.0,"The faded images brought a bittersweet ache, a poignant reminder of all that time and circumstance had taken from me, leaving behind only memories of what could never be regained.",4.242636203765869,7.71875,0.5496532733623798,51,1,50,51
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,3.0,3.0,"The putrid stench emanating from the overflowing trash can was suffocating, its pungent aroma a stark reminder of the grim reality that lay before me, a sight that churned my stomach with a mix of disgust and unease.",4.242636203765869,7.5625,0.5610097459525116,51,1,50,51
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,3.0,3.0,"I'm exhausted from constantly being let down by his broken promises, feeling like my trust and faith are being repeatedly shattered by his careless disregard for our relationship.",4.242636203765869,7.59375,0.5587010638704025,51,1,50,51
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,3.0,3.0,"The anticipation is building, and I find myself constantly refreshing my inbox, my eyes fixed on the clock as the hours tick by, waiting for the moment when I'll finally see the results.",4.242636203765869,7.28125,0.5826796503026086,51,1,50,51
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,3.0,5.0,"Today was a day filled with a sense of serenity and contentment, as the gentle warmth of happiness settled within me, and the world seemed to unfold with ease, free from any obstacles or worries.",5.83094596862793,7.15625,0.8148046768388373,51,1,50,51
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,3.0,5.0,"She has consistently demonstrated unwavering reliability and a strong commitment to our relationship, and I have every confidence that she will deliver on her promises, knowing that her dependability and trustworthiness are unwavering.",5.83094596862793,7.3125,0.7973943204961271,51,1,50,51
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,3.0,5.0,"As I stepped into the deserted alley, the faint moonlight cast eerie shadows on the walls, its gentle glow illuminating the darkness that seemed to swallow me whole, a chill settling in the pit of my heart.",5.83094596862793,7.40625,0.7873007215025053,51,1,50,51
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,3.0,5.0,"As I pushed open the door, a mix of anticipation and trepidation swirled within me, for I had no idea what secrets lay hidden beyond the threshold, and the unknown possibilities seemed to stretch out before me like an uncharted horizon.",5.83094596862793,7.21875,0.8077500908921807,51,1,50,51
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,anticipation,surprise,13,last_token,3.0,5.0,"The faded memories in the old photographs whispered of all that I had left behind, a bittersweet reminder of the pieces of my heart that time had taken away, and the fragments of my past that would forever remain lost.",5.83094596862793,7.71875,0.755426198364752,64,1,63,64
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,anticipation,surprise,13,last_token,3.0,5.0,"The putrid stench wafting from the overflowing trash can was suffocating, its pungent aroma a stark reminder of the grim reality that lay before me, a stark contrast to the sense of unease that had settled in my stomach, my senses heightened as the putrid scent filled the air.",5.83094596862793,7.5625,0.7710341776698089,64,1,63,64
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,anticipation,surprise,13,last_token,3.0,5.0,"I've had it with the constant disappointment and frustration that comes with knowing he's broken his promises, yet again, because the truth is, I've grown tired of being let down by someone who consistently disregards my trust and values my feelings, but it's clear that his actions show he doesn",5.83094596862793,7.59375,0.7678611975147891,64,1,63,64
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,anticipation,surprise,13,last_token,3.0,5.0,"The anticipation is building, as I find myself constantly refreshing my inbox, my eyes fixed on the clock, waiting for the moment when the results will be revealed.",5.83094596862793,7.28125,0.8008166137171405,64,1,63,64
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,anticipation,surprise,13,last_token,5.0,3.0,"Today was a truly uplifting day, filled with a sense of serenity and contentment, as every moment unfolded with ease and a sense of joy that radiated from within.",5.83094596862793,7.15625,0.8148046768388373,40,1,39,40
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,anticipation,surprise,13,last_token,5.0,3.0,"She has consistently demonstrated a history of unwavering reliability, and I have every confidence that she will prove herself to be a dependable ally once again.",5.83094596862793,7.3125,0.7973943204961271,40,1,39,40
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,anticipation,surprise,13,last_token,5.0,3.0,"As I stepped into the dimly shadows of the deserted alley, a chill crept over me, the darkness seemed to seep into my bones, and a shiver danced down my spine.",5.83094596862793,7.40625,0.7873007215025053,40,1,39,40
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,anticipation,surprise,13,last_token,5.0,3.0,"As I pushed open the door, a mix of anticipation and trepidation swelled in my chest, for what I was about",5.83094596862793,7.21875,0.8077500908921807,40,1,39,40
