source_dataset,source_split,source_id,base_text,positive_rewrite,negative_rewrite,preserved_meaning_score,positive_description,negative_description,base_valence,base_arousal,base_dominance,positive_valence,positive_arousal,positive_dominance,negative_valence,negative_arousal,negative_dominance
empatheticdialogues,all,ed_all_12193,I let my daughter babysit my youngest daughter for the first time,"I happily trusted my daughter to babysit my youngest daughter for the very first time, feeling so proud and hopeful.",I allowed my daughter to babysit my youngest daughter for the first time.,0.95,"The rewrite expresses increased warmth and pride in trusting the daughter with babysitting, showing more emotional involvement.","The rewrite is more restrained and neutral, simply stating the fact without emotional emphasis or warmth.",0.65,0.4,0.6,0.85,0.6,0.65,0.55,0.3,0.6
empatheticdialogues,all,ed_all_49070,I saw a man put mayo in his milkshake.  It was really gross to watch.,I couldn't believe my eyes when I saw a man put mayo in his milkshake. It was absolutely disgusting to watch!,I witnessed a man put mayo in his milkshake. It was somewhat unpleasant to watch.,0.95,More dramatic and intense expression of disgust and disbelief.,"More restrained and less emotionally intense description of disgust, more neutral and factual.",0.25,0.55,0.65,0.15,0.8,0.7,0.3,0.35,0.6
empatheticdialogues,all,ed_all_17573,MY new laptop is coming monday. I got exactly what I wanted!,I’m absolutely thrilled that my new laptop is coming Monday! I got exactly what I dreamed of!,My new laptop is arriving Monday. I got what I wanted.,1.0,"The positive rewrite expresses greater excitement and enthusiasm, increasing emotional intensity.","The negative rewrite is more restrained and neutral, reducing emotional intensity.",0.85,0.55,0.6,0.9,0.75,0.65,0.8,0.35,0.6
empatheticdialogues,all,ed_all_25841,i let someone out in front of me today and they didnt wave or anything,"i kindly let someone out in front of me today, hoping for a thank you, but they didn’t even wave or anything",i let someone out in front of me today; they did not acknowledge it,0.95,Increased warmth by emphasizing kindness and the hope for acknowledgement,Reduced warmth by stating the event in a more detached and neutral manner,0.38,0.46,0.52,0.52,0.6,0.55,0.3,0.34,0.5
empatheticdialogues,all,ed_all_16159,I love going to the gym. In the past 3-4 years I haven't skipped a single workout.,"I'm absolutely passionate about going to the gym. Over the past 3-4 years, I've been completely dedicated, not missing a single workout!","I enjoy going to the gym. In the past 3-4 years, I have consistently attended all my workouts without skipping.",0.95,"The emotion is expressed more intensely and vividly, emphasizing passion and dedication.","The emotion is expressed more restrained and neutral, with a calm and matter-of-fact tone.",0.85,0.6,0.7,0.9,0.8,0.75,0.8,0.45,0.65
empatheticdialogues,all,ed_all_18720,"I was trying to do something nice for my son and give him some furniture, but you know how teenagers are. They never answer their phones, and he decided that he was going to ignore me.","I was genuinely trying to do something really nice for my son by giving him some furniture, but you know how teenagers can be. They never answer their phones, and to my dismay, he chose to completely ignore me.","I was attempting to do something considerate for my son by offering him some furniture, though as with many teenagers, he did not respond and opted to ignore me.",0.95,More explicit and intense expression of disappointment and frustration.,More restrained and formal expression of the same disappointment and frustration.,0.45,0.4,0.5,0.5,0.65,0.55,0.42,0.25,0.45
empatheticdialogues,all,ed_all_62617,I love looking at facebook memories. Its like watching my babies grow up all over again.,I absolutely adore looking at Facebook memories; it's like joyously watching my babies grow up right before my eyes all over again.,I appreciate looking at Facebook memories. It's somewhat like observing my babies grow up again.,0.95,"The positive rewrite intensifies the expression of affection and emotional connection, adding heartfelt enthusiasm and warmth.","The negative rewrite softens the emotional expression, using more subdued and neutral language to convey the same idea with less intensity.",0.85,0.65,0.7,0.95,0.8,0.75,0.75,0.45,0.65
empatheticdialogues,all,ed_all_11766,I keep all of my kids elementary artwork. It is beginning to pile up.,"I cherish every piece of my kids' elementary artwork. It's piling up, and it brings me so much joy!",I keep my kids' elementary artwork; it's starting to accumulate.,0.98,Increased warmth by expressing affection and joy attached to the artwork.,Reduced warmth by stating the fact more neutrally and less affectionately.,0.65,0.3,0.5,0.85,0.5,0.6,0.55,0.2,0.5
empatheticdialogues,all,ed_all_5348,My friend asked me to get ready for her birthday party. I told her that I was unable to attend the party. She get sad about it. But I went to her home in the midnight to wish her.,My dear friend asked me to get ready for her birthday party. I sadly told her that I was unable to attend the party. She felt really heartbroken about it. But I went all the way to her home at midnight to warmly wish her a happy birthday.,"My friend asked me to get ready for her birthday party. I informed her I couldn't attend the party. She was somewhat disappointed. Nevertheless, I went to her home at midnight to offer my birthday wishes.",0.93,"The rewrite amplifies the emotional intensity by adding words that convey stronger feelings such as 'dear', 'sadly', 'really heartbroken', and 'warmly', making the emotions more explicit and vivid.","The rewrite tones down the emotional intensity by using more neutral and formal language like 'informed', 'somewhat disappointed', and 'offer my birthday wishes', making the narrative more restrained and less emotionally charged.",0.65,0.5,0.55,0.76,0.74,0.6,0.58,0.35,0.48
empatheticdialogues,all,ed_all_51930,I have been traveling for a month now. I am starting to miss my family and friends.,"I have been traveling for a month now, and I’m really beginning to deeply miss my family and friends so much.",I have been traveling for a month now. I’m beginning to miss my family and friends.,0.95,"More intense and explicit expression of missing family and friends, emphasizing deep feeling.","More restrained and less explicit expression of missing family and friends, maintaining a neutral tone.",0.5,0.4,0.5,0.6,0.6,0.5,0.45,0.3,0.5
empatheticdialogues,all,ed_all_29737,I was so devastated when my pet parakeet died. Polly was such a good bird to me. I will miss her so much.,I was completely shattered and heartbroken when my pet parakeet died. Polly was the most wonderful companion I ever had. I will miss her with every fiber of my being.,I felt quite upset when my pet parakeet passed away. Polly was a nice bird to me. I'll miss her.,0.95,"The positive rewrite amplifies the emotional intensity, making the sadness and loss more dramatic and explicit.","The negative rewrite tones down the emotional intensity, expressing the sadness in a more restrained and subdued manner.",0.2,0.6,0.3,0.1,0.8,0.2,0.25,0.4,0.4
empatheticdialogues,all,ed_all_54983,My AC went out a month ago. I just knew it had to be the summer.,"My AC went out a whole month ago, and I just *knew* it had to be the summer—it’s been unbearably hot!",My AC went out a month ago. It seems fitting that it happened during the summer.,0.95,"The positive rewrite heightens the emotional intensity by emphasizing the duration and discomfort, making the frustration and inevitability more explicit and dramatic.","The negative rewrite tones down the emotional intensity by stating the facts in a more neutral, restrained manner without emotional emphasis.",0.45,0.55,0.5,0.5,0.75,0.55,0.4,0.35,0.45
empatheticdialogues,all,ed_all_63262,I saw a guy at the mall wearing a cut off tank top like you used to see in the 80's except he was 400 pounds.,"I couldn't believe it when I saw this huge guy at the mall rocking a cut off tank top just like in the 80's, and he was a massive 400 pounds!","At the mall, I noticed a man wearing a cut off tank top similar to those from the 80's; he weighed around 400 pounds.",0.95,"The positive rewrite increases emotional intensity by using more vivid and dramatic language, emphasizing surprise and size.","The negative rewrite reduces emotional intensity by using neutral, factual language with less expressive detail.",0.5,0.4,0.5,0.55,0.8,0.6,0.5,0.2,0.5
empatheticdialogues,all,ed_all_46363,A friend tried to get me to drink and drive but I didn't.  I was happy with my behavior.,"A friend tried to pressure me to drink and drive, but thankfully I didn't—I feel truly proud and happy about standing firm.","A friend suggested I drink and drive, but I refused. I was somewhat satisfied with my choice.",0.95,Increases emotional intensity by expressing stronger pride and relief about the decision.,Decreases emotional intensity by using more neutral and restrained language about the decision.,0.72,0.45,0.6,0.85,0.7,0.75,0.6,0.3,0.5
empatheticdialogues,all,ed_all_48018,i was scared to walk home the other night,"i was absolutely terrified to walk home the other night, my heart pounding the whole way",i felt a bit uneasy walking home the other night,0.95,"More intense and dramatic expression of fear, including physical symptoms.","More restrained and subdued expression of fear, less intense wording.",0.3,0.6,0.4,0.25,0.85,0.3,0.35,0.35,0.5
empatheticdialogues,all,ed_all_3335,"When my dad died randomly a few years ago, it really made me sad. I was just not ready for it to happen.","When my dad died so unexpectedly a few years ago, it devastated me deeply. I was completely unprepared for such a loss.","When my dad passed away a few years ago, it made me sad. I was not prepared for it.",0.95,"The positive rewrite heightens the emotional intensity, using stronger words like 'devastated' and 'completely unprepared' to express deeper sorrow and shock.","The negative rewrite restrains the emotional expression by using more neutral terms like 'passed away' and less intense phrasing, making the sadness more subdued and controlled.",0.25,0.45,0.4,0.2,0.7,0.35,0.3,0.3,0.45
dailydialog,train,dd_train_389_0,"I visited the famous variety show host, Dennis. What's he like? Oh, he's a very serious person. You must feel very uneasy at his home.","I visited the famous variety show host, Dennis. What's he like? Oh, he's such an intense and serious person. I imagine you really feel quite uneasy at his home.","I visited the famous variety show host, Dennis. What's he like? Oh, he's a serious person. You might feel somewhat uneasy at his home.",0.95,"The utterance is rewritten to express the seriousness and uneasiness more vividly and dramatically, making the emotions more intense and explicit.","The utterance is rewritten to tone down the seriousness and uneasiness, making the expression more muted, calm, and restrained.",0.45,0.4,0.5,0.48,0.65,0.52,0.43,0.25,0.48
dailydialog,train,dd_train_502_0,"Congratulations ! Mr . Stuart ! You won the city marathon .  Thank you . I am very excited .  We are all very proud of you .  I am very happy , too . It was a big game and I won .  I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .  It was really an exciting moment .","Congratulations, Mr. Stuart! You won the city marathon. Thank you so much! I am absolutely thrilled beyond words. We are all incredibly proud of you. I’m genuinely so happy, too. It was such a huge race, and I actually won! I watched the race with my children. We saw you sprint to the finish line, and we all screamed with pure exhilaration. It was truly an unforgettable and electrifying moment.","Congratulations, Mr. Stuart. You won the city marathon. Thank you. I am pleased. We are all proud of you. I am happy, too. It was a significant race and I won. I watched the race with my children. We saw you reach the finish line. We expressed some excitement. It was a notable moment.",0.95,"The positive rewrite amplifies the emotional intensity by making the excitement and pride more explicit and dramatic, adding emphatic adverbs and more vivid descriptions of emotions and moments.","The negative rewrite reduces emotional intensity by making the language more restrained, formal, and neutral, minimizing expressions of excitement and emotion.",0.78,0.7,0.65,0.85,0.9,0.7,0.7,0.45,0.6
empatheticdialogues,all,ed_all_31908,I was shocked when my brother invited me to lunch. I had not seen him all week,I was completely shocked and genuinely thrilled when my brother invited me to lunch. I hadn't seen him all week and it meant so much to me.,I was somewhat surprised when my brother invited me to lunch. I had not seen him all week.,0.95,"The positive rewrite intensifies the surprise and adds warmth and enthusiasm, making the shock more dramatic and heartfelt.","The negative rewrite tones down the intensity of surprise, making the statement more subdued and restrained.",0.6,0.5,0.5,0.75,0.75,0.55,0.55,0.35,0.5
dailydialog,train,dd_train_9230_0,"Excuse me , I'm afraid you've parked in the wrong spot .  Oh , really ? Isn't this spot C408 ?  No , it's D408 , my parking space . I have already paid for it .  I'm sorry , I must have been confused . I had thought it's C section , but actually it's D section . I'll move my car right away .  It's no big deal . Thank you .","Excuse me, but I'm quite worried you've accidentally parked in my spot. Oh, really? I truly thought this was spot C408. No, it's D408, the space I paid for. I'm really sorry for the mix-up; I honestly thought it was the C section, but it's actually the D section. I'll hurriedly move my car right away. Please don't worry, it isn't a big problem at all. Thank you so much!","Excuse me. You have parked in the wrong spot. That is spot C408, correct? No, it is D408, my assigned parking space which I have paid for. I was mistaken; I thought it was the C section, but it is actually the D section. I will relocate my car promptly. It is not an issue. Thank you.",0.98,"The positive rewrite heightens emotional intensity by expressing greater concern, apology, and immediacy, making the interaction warmer and more vividly engaged.","The negative rewrite reduces emotional intensity by adopting a more detached, formal, and restrained tone, minimizing affective engagement while stating the facts politely.",0.7,0.45,0.55,0.8,0.65,0.6,0.6,0.3,0.5
empatheticdialogues,all,ed_all_8588,I made an elaborate dinner for my Moms birthday to show my appreciation for her.,I put my heart into making an elaborate dinner for my Mom's birthday to truly show how much I appreciate her.,I prepared an elaborate dinner for my Mom's birthday to express my appreciation.,0.95,"More warmth and emotional expressiveness towards Mom, showing heartfelt appreciation.","More restrained and formal expression of appreciation, with less emotional warmth.",0.8,0.5,0.6,0.9,0.65,0.65,0.7,0.4,0.55
empatheticdialogues,all,ed_all_61634,My friend is borrowing my car tomorrow. I trust that he will take care of it.,My friend is borrowing my car tomorrow. I truly trust with all my heart that he will take great care of it.,My friend is borrowing my car tomorrow. I assume he will take care of it.,0.95,Increase warmth by expressing heartfelt trust and care.,"Decrease warmth by using a more neutral, assumption-based tone.",0.7,0.3,0.6,0.85,0.45,0.65,0.55,0.2,0.6
empatheticdialogues,all,ed_all_63873,One of coworkers passed away. I dont want to go back to work.,One of my dear coworkers passed away. I really don't want to go back to work right now.,A coworker passed away. I'm not eager to return to work.,0.95,Increased emotional intensity by adding emphasis on personal connection and hesitation about returning to work.,Decreased emotional intensity by using more neutral and restrained language.,0.35,0.5,0.4,0.4,0.7,0.35,0.3,0.3,0.45
empatheticdialogues,all,ed_all_47099,Thanksgiving is almost here. I am so appreciative of the family time and the good food we eat on that day.,"Thanksgiving is coming up, and I truly cherish every moment of family togetherness and all the wonderful food we share!",Thanksgiving is near. I appreciate the family time and the food that we have on that day.,0.95,Increased warmth and affectionate expression of appreciation for family time and food.,More neutral and restrained expression of appreciation with less emotional warmth.,0.78,0.45,0.6,0.88,0.65,0.7,0.7,0.35,0.55
empatheticdialogues,all,ed_all_11347,I was at the store and I noticed someone cut in front of someone else in line.,I was at the store and I was really upset to see someone rudely cut in front of someone else in line.,I was at the store and I observed that someone cut in front of another person in line.,0.95,"The positive rewrite intensifies the emotional intensity by explicitly expressing the speaker's upset feelings about the incident, making the reaction more dramatic and emotionally charged.","The negative rewrite reduces emotional intensity by adopting a more neutral and detached tone, simply stating the observation without emotional involvement.",0.4,0.3,0.5,0.55,0.65,0.5,0.35,0.15,0.5
empatheticdialogues,all,ed_all_38833,I was calm today. I sat on the patio read.,I felt so peaceful and serene today while sitting on the patio reading.,I was fairly calm today and spent some time sitting on the patio reading.,0.9,"The emotion of calmness is expressed with greater vividness and a more immersive, peaceful atmosphere.","The emotion of calmness is described in a more understated, neutral, and minimalist way.",0.75,0.25,0.5,0.85,0.45,0.5,0.7,0.15,0.5
empatheticdialogues,all,ed_all_32213,I was nervous going to meet this girl. It was a blind date,I was really anxious and my heart was pounding going to meet this girl. It was a blind date.,I felt a bit uneasy going to meet this girl. It was a blind date.,0.95,"Expresses stronger emotional intensity about nervousness, making the feeling more vivid and dramatic.","Conveys nervousness in a more subdued and restrained manner, reducing the intensity of the emotion.",0.4,0.55,0.4,0.4,0.75,0.4,0.4,0.35,0.4
empatheticdialogues,all,ed_all_8245,I love seeing all of the kids excited about school. They are so sweet.,I absolutely adore seeing all of the kids bursting with excitement about school. They are incredibly sweet and heartwarming.,I like seeing the kids interested in school. They are quite sweet.,0.95,More warmth: the speaker expresses deeper affection and tenderness toward the kids.,"Less warmth: the speaker expresses a more neutral, restrained fondness.",0.85,0.55,0.7,0.95,0.75,0.8,0.7,0.4,0.6
empatheticdialogues,all,ed_all_60666,i saw a bad to the bone wrangler today. i want one so bad,i saw an absolutely incredible bad to the bone wrangler today. i desperately want one so bad!,i saw a bad to the bone wrangler today. i would like to have one.,0.95,"Increases emotional intensity by expressing stronger excitement and urgency ('absolutely incredible', 'desperately want one so bad!').",Decreases emotional intensity by using more restrained language ('would like to have one') and removing colloquial emphasis.,0.7,0.65,0.6,0.8,0.85,0.65,0.6,0.4,0.55
dailydialog,train,dd_train_9124_0,"Steven, have a rest. Could you have a talk with me? OK! What can I do for you, Madam? Janice has just got sick and I need a hand now. Could you come here earlier tomorrow morning? When do you want me to come? Let me think. About half past seven if it is okay for you. That's fine. I can make it.","Steven, please take a moment to rest. Could you kindly have a talk with me? OK! What can I do for you, Madam? Poor Janice has just gotten sick and I really need your help right now. Would you be able to come here earlier tomorrow morning? When would you prefer me to come? Let me think. Around half past seven, if that works for you. That's perfectly fine—I can definitely make it.","Steven, please rest. Could we have a talk? OK. What do you need, Madam? Janice is sick and I need assistance now. Can you come earlier tomorrow morning? When should I come? About 7:30, if that's acceptable. Fine. I can do that.",0.95,"Increases warmth by adding polite and caring language, expressing empathy and consideration more explicitly.","Decreases warmth by using more concise and formal language, reducing emotional expressiveness and empathy.",0.65,0.5,0.55,0.8,0.65,0.6,0.55,0.4,0.5
empatheticdialogues,all,ed_all_14861,when i moved and took a chance in a new state with little money.,"when i bravely moved and took a huge chance in a new state with so little money, feeling both scared and hopeful.",when i moved to a new state with limited money and took a chance.,0.95,More dramatic and explicit expression of the risk and emotional experience involved in moving with little money.,"More restrained and neutral description, reducing emotional coloring and intensity.",0.6,0.4,0.5,0.65,0.7,0.55,0.55,0.25,0.45
empatheticdialogues,all,ed_all_43813,"Sometimes my boyfriend cooks, and the food tastes pretty gross","Sometimes my boyfriend tries to cook, and honestly, the food tastes really awful!","Sometimes my boyfriend cooks, though the food is not very tasty.",0.95,Increases emotional intensity by making the distaste more explicit and vivid.,Decreases emotional intensity by using a more restrained and neutral description of the food's taste.,0.3,0.4,0.5,0.2,0.7,0.6,0.35,0.2,0.45
empatheticdialogues,all,ed_all_18894,i felt bad when i couldnt get my daughter the gift she wanted,i felt truly heartbroken when i couldnt get my daughter the gift she wanted,i felt a bit bad when i couldnt get my daughter the gift she wanted,0.95,"More emotionally intense and explicit expression of feeling bad, showing deeper vulnerability and sorrow.","More restrained and subdued expression of feeling bad, with less emotional intensity.",0.4,0.5,0.3,0.38,0.75,0.25,0.42,0.3,0.35
empatheticdialogues,all,ed_all_25304,My coworkers got together and got me flowers when my mother passed away. I am lucky to have such caring people around me.,"When my mother passed away, my coworkers came together and surprised me with beautiful flowers. I truly feel so incredibly fortunate and deeply touched to have such compassionate and caring people in my life.",My coworkers got me flowers after my mother passed away. I appreciate having considerate people around me.,0.95,The positive rewrite expresses greater warmth and emotional vulnerability by adding more descriptive language and emphasizing the speaker's deep appreciation and feeling touched.,"The negative rewrite reduces warmth and emotional expressiveness by using more neutral and less descriptive language, making the sentiment more restrained and formal.",0.7,0.3,0.6,0.85,0.5,0.7,0.55,0.1,0.5
empatheticdialogues,all,ed_all_38845,I was scared driving home last night. I felt like a car was following me,I was absolutely terrified driving home last night. It genuinely felt like a car was stalking me the entire way,I felt some fear driving home last night. I thought a car might have been behind me,0.95,"Increasing the emotional intensity to convey a stronger, more dramatic fear experience, more explicitly expressing the terror and vigilance.","Decreasing the emotional intensity to a more calm and restrained fear, presenting the concern more mildly and less emotionally charged.",0.35,0.65,0.4,0.2,0.85,0.35,0.4,0.45,0.45
empatheticdialogues,all,ed_all_22875,I found a hair in my soup at lunch today. I was not happy.,I was really disgusted and upset to find a hair in my soup at lunch today.,"There was a hair in my soup at lunch today, which was somewhat displeasing.",0.95,"The positive rewrite increases the emotional intensity, making the disgust and unhappiness more explicit and dramatic.","The negative rewrite decreases emotional intensity, making the reaction more restrained and less explicit.",0.3,0.4,0.5,0.2,0.7,0.5,0.25,0.2,0.5
empatheticdialogues,all,ed_all_49232,I tried a new restaurant down the street from me and WOW it was amazing. Totally wasn't expecting it,"I just had to tell you, I tried this incredible new restaurant just down the street, and wow, it absolutely blew me away! I never could have imagined it would be this amazing.","I recently tried a new restaurant nearby and it was quite good. I didn't really expect much, but it turned out well.",0.95,"The positive rewrite intensifies the enthusiasm and amazement, using more vivid and expressive language to convey stronger positive emotion.","The negative rewrite tones down the excitement and amazement, using more neutral and restrained language to convey moderate positive feeling.",0.85,0.65,0.7,0.95,0.8,0.75,0.75,0.4,0.65
empatheticdialogues,all,ed_all_38202,I love my girlfriend but she can get me so angry,"I truly love my girlfriend, but sometimes she really makes me furious!","I care about my girlfriend, though she occasionally frustrates me.",0.95,"The positive rewrite expresses the anger more vividly and dramatically, amplifying the intensity of the emotion.","The negative rewrite reduces the intensity of the anger, making it sound more restrained and less emotionally charged.",0.55,0.6,0.5,0.53,0.85,0.6,0.5,0.35,0.4
empatheticdialogues,all,ed_all_64475,I have this feeling because I am applying to graduate school and I am anxious.,I have this intense feeling because I am applying to graduate school and I am really anxious about it.,I have this feeling because I am applying to graduate school and feel somewhat anxious.,0.95,"Increases the emotional intensity by emphasizing the anxiety with words like 'intense' and 'really', making the feeling more vivid and explicit.","Decreases the emotional intensity by softening the anxiety to 'somewhat anxious', making the feeling more restrained and subdued.",0.5,0.6,0.4,0.5,0.8,0.4,0.5,0.4,0.4
empatheticdialogues,all,ed_all_43881,"I just deep fried a whole turkey all by myself, first try! I can't wait to share the feast with the rest of my family they're gonna be so excited.",I just deep fried an entire turkey all by myself on the very first try—I'm absolutely thrilled! I can hardly wait to share this amazing feast with my whole family; their excitement is going to make this moment unforgettable.,I deep fried a whole turkey myself for the first time. I'm looking forward to sharing the meal with my family; I expect they'll be pleased.,0.95,"The positive rewrite amplifies emotional intensity by expressing greater excitement and enthusiasm with intensified language and emphasis, making the joy and anticipation more vivid.","The negative rewrite reduces emotional intensity by using more restrained and neutral language, toning down enthusiasm while maintaining the same positive sentiment and intention.",0.88,0.7,0.65,0.95,0.85,0.75,0.8,0.5,0.6
empatheticdialogues,all,ed_all_28457,My boss chose my coworker over me to get a new promotion.,I feel deeply hurt that my boss chose my coworker over me for the new promotion.,My boss selected my coworker instead of me for the new promotion.,0.95,"The positive rewrite expresses greater personal hurt and openness about emotional pain, increasing vulnerability.","The negative rewrite states the event more neutrally and distantly, reducing personal emotional exposure and vulnerability.",0.3,0.4,0.4,0.25,0.6,0.3,0.3,0.25,0.5
empatheticdialogues,all,ed_all_47867,"At work, two coworkers are making too much noise. They are bothering me in my work.","At work, two coworkers are making way too much noise, and they're really disturbing me while I try to focus on my work.","At work, two coworkers are making some noise, which is somewhat bothering me during work.",0.95,"Increases the emotional intensity by explicitly emphasizing the noise as excessive and the disturbance as significant, conveying stronger frustration.","Reduces the emotional intensity by downplaying the noise and the level of bother, making the complaint more restrained and less emotionally charged.",0.35,0.45,0.5,0.3,0.7,0.55,0.4,0.3,0.45
dailydialog,train,dd_train_7315_0,"How ’ s your little girl , Debbie ?  Oh , she ’ s just fine . She ’ s so grown up now .  How old is she ?  Four and a half going on twelve !","How’s your little girl, Debbie? Oh, she’s absolutely wonderful! She’s grown up so much—it’s amazing to see. How old is she now? Four and a half but already acting like she’s twelve!","How’s your daughter, Debbie? She is fine, quite grown up. How old is she? Four and a half, almost twelve, it seems.",0.95,"The positive rewrite expresses a higher level of enthusiasm and explicit emotional engagement, highlighting amazement and warmth about the child’s growth and development.","The negative rewrite tones down the emotional expressions, making the statement more neutral, restrained, and factual with less enthusiasm.",0.75,0.55,0.65,0.85,0.75,0.7,0.65,0.35,0.6
dailydialog,train,dd_train_7059_0,"How may I help you? A double cheeseburger sounds good. Everything on it? Yes, please. Would you like fries with that? I would love large curly fries. Would you like anything to drink? Yes, let me have a medium Pepsi. Will that be all? Yeah, that's it. Thank you. Your total comes to $5.48. Here you go. Thank you very much.","Hi there! How can I help you today? A double cheeseburger sounds absolutely delicious! Everything on it? Yes, please, that would be fantastic. Would you like fries with that? I'd absolutely love large, crispy curly fries. Would you like anything to drink? Yes, a medium Pepsi sounds perfect. Will that be all? Yeah, that's everything, thank you so much! Your total comes to $5.48. Here you go, enjoy! Thank you very much, have a great day!","How may I assist you? A double cheeseburger is acceptable. Everything on it? Yes, please. Would you like fries with that? Large curly fries. Would you like a drink? Medium Pepsi. Will that be all? Yes, that's it. Thank you. The total is $5.48. Here is your change. Thank you.",0.95,"Increasing warmth by making the interaction more friendly, enthusiastic, and personalized.","Decreasing warmth by making the interaction more formal, neutral, and business-like.",0.7,0.5,0.65,0.85,0.65,0.7,0.55,0.4,0.6
empatheticdialogues,all,ed_all_60590,the chargers are set for a good season. unfortunelty injuries during the preseason are already hurting them.,"the chargers are truly poised for an amazing season, but it's heartbreaking how preseason injuries are already taking such a heavy toll on them.","the chargers appear ready for a good season, though preseason injuries have somewhat impacted their performance.",0.95,"The positive rewrite heightens emotional intensity by using more dramatic and explicit language such as 'truly poised', 'amazing season', and 'heartbreaking' to convey stronger feelings about the team's prospects and injury impact.",The negative rewrite lowers emotional intensity by using more restrained language like 'appear ready' and 'somewhat impacted' to express the same proposition in a more formal and detached manner.,0.56,0.48,0.55,0.65,0.68,0.6,0.53,0.32,0.5
dailydialog,train,dd_train_7414_0,"I'm checking out now. Can I have my bill, please? Sure. What's your room number, sir? It's 876. Here is my key card. A minute, please. It's 6215 yuan all together, tax included. Can I pay with traveler's check? Sure. Can I have your passport, please? Here you are.","I'm checking out now. Could you kindly bring me my bill, please? Certainly. May I have your room number, sir? It's 876. Here is my key card. Just a moment, please. The total comes to 6215 yuan, tax included. May I pay with a traveler's check? Absolutely. Could I please have your passport? Here you go.","I'm checking out now. Please bring me my bill. Sure. What is your room number, sir? It's 876. Here is my key card. One moment, please. The total is 6215 yuan including tax. Can I pay with traveler's check? Yes. Please provide your passport. Here it is.",0.98,"The positive rewrite uses more polite and formal expressions, adding warmth and courteousness, increasing emotional intensity along the 'restraint' axis by being more explicitly polite and considerate.","The negative rewrite uses curt and straightforward language, reducing emotional expressiveness to a more neutral and restrained tone.",0.55,0.45,0.6,0.65,0.55,0.7,0.45,0.35,0.5
empatheticdialogues,all,ed_all_4973,"I got all As in my first college semester, and it made me feel really good about myself","I got all As in my first college semester, and it made me feel incredibly proud and wonderful about myself","I got all As in my first college semester, and it made me feel somewhat satisfactory about myself",0.95,"The positive rewrite amplifies emotional intensity, adding stronger feelings of pride and happiness.","The negative rewrite tones down the emotional intensity, making the feeling more restrained and modest.",0.85,0.65,0.6,0.95,0.85,0.7,0.75,0.45,0.55
empatheticdialogues,all,ed_all_31323,I'm not a greedy person.  But I'm always pretty stoked if I get some free cash.  It gives me peace of mind to know that my bills will be paid and I have one less worry in my mind.,"I'm definitely not greedy, but I get genuinely thrilled whenever I receive some free cash! It truly lights up my heart knowing my bills are covered and that worry lifts so easily.","I'm not greedy. However, I appreciate receiving free cash as it helps ensure my bills are paid, which is somewhat reassuring.",0.95,"The positive rewrite intensifies the emotional expression by using stronger, more explicit language showing enthusiasm and heartfelt relief.","The negative rewrite tones down the emotional expression into a more neutral and restrained tone, reducing the excitement and warmth conveyed.",0.72,0.58,0.65,0.85,0.75,0.68,0.6,0.4,0.65
empatheticdialogues,all,ed_all_35129,I can't wait for school to start. Just a couple more days,I'm absolutely thrilled and counting down the hours until school starts! Just a couple more days left!,I look forward to school starting in a few days.,0.95,"The utterance is made more intense, explicit, and enthusiastic, showing higher excitement about school starting.","The utterance is toned down to a more neutral, less excited expression, with a calm and restrained anticipation.",0.75,0.6,0.6,0.85,0.85,0.75,0.65,0.35,0.55
empatheticdialogues,all,ed_all_54950,I just had to mail a phone back to Verizon and they lost it and are now trying to hit me with a 550 dollar charge! We're working it out now in trying to get them to not charge me that.,"I literally mailed a phone back to Verizon, and unbelievably, they lost it! Now they're trying to pin a $550 charge on me! I'm really fighting hard to get them to drop this ridiculous charge.","I mailed a phone back to Verizon, and apparently they lost it. They are charging me $550 for it now. We are currently discussing the matter to avoid the charge.",0.95,"The rewrite uses more dramatic and explicit language to express frustration and indignation, increasing emotional intensity.","The rewrite uses more formal, restrained language, reducing emotional arousal and making the complaint sound less intense.",0.3,0.6,0.5,0.3,0.85,0.6,0.3,0.35,0.45
dailydialog,train,dd_train_78_0,"hi , Emily , do you know that guy over there ?  The tall one ? Sure , that's Drive , he works with Lily .  He is cute.What dose he do ?  I'm not sure , he is a manager I think .  Really ? Are you going to introduce us ?  Well , he has already taken you know , that's his wife right there .","Hey Emily! Do you see that tall guy over there? It's Drive, the one who works with Lily. He's really cute! What does he do exactly? I'm pretty sure he's a manager. Seriously? Will you introduce us? Oh, he’s already taken—I mean, that’s his lovely wife right there.","Hi Emily. Do you know the tall man over there? That's Drive; he works with Lily. He is somewhat attractive. Do you know his occupation? I believe he is a manager. Oh, really? Are you going to introduce us? Well, he is married; that's his wife over there.",0.95,"More explicit, warm, and friendly tone with informal expressions and enthusiastic phrasing to convey greater social warmth.","More formal, reserved, and neutral tone with less expressive wording to convey restraint and social distance.",0.6,0.5,0.55,0.75,0.7,0.6,0.5,0.35,0.5
